Prompt Number,Model Name,Gravity (Score),Gravity (Explanation),Support and Balance (Score),Support and Balance (Explanation),Containment (Score),Containment (Explanation),Occlusion & Perspective (Score),Occlusion & Perspective (Explanation),Deformation & Materials (Score),Deformation & Materials (Explanation),Causal Logic (Score),Causal Logic (Explanation),Spatial Relationship (Score),Spatial Relationship (Explanation),Object Count (Score),Object Count (Explanation),Object Identity (Score),Object Identity (Explanation),Size & Proportion (Score),Size & Proportion (Explanation),Consistency (Score),Consistency (Explanation),"Shadows, Lighting, Detail (Score)","Shadows, Lighting, Detail (Explanation)",Entity Interactions (Score),Entity Interactions (Explanation),Literal Interpretation (Score),Literal Interpretation (Explanation),Conceptual Understanding (Score),Conceptual Understanding (Explanation),Total,Maximum,Score (%)
66,SD3 Med,2,Gravity is followed,1,Not stable as the only point of contact with wall is handlebar,N/A,,2,Realistic,2,Materials look realistic and correctly shown,1,Bicycle leaning against a wall depending on the points of contact will be stable position,1,"Relative positioning is right, however, it’s alignment isn’t right for a balanced structure",2,Bicycle + Wall,1,Incomplete parts of the cycle and unrealistic handlebar. The overall structure of cycle is realistic,2,Realistic,1,The handlebar is not consistent,2,Realistic,2,"Bicycle is not correctly leaning, only point of contact is handlebar which is unrealistic- the body is too upright.",2,Bicycle leaning against a wall is shown,1,A bicycle leaning against a wall should distribute the weight and so the body also lean towards the wall.,22,28,78.5714285714286
67,GPT-4o,2,Gravity is followed,2,Handshake is balanced.,N/A,,2,Realistic,2,Hands look realistic and the table’s surface looks wooden. The suits also look realistic.,2,Handshake and the background setting is realistic,2,Realistically positioned across a table,2,Two hands + Table,2,"The objects are clearly identifiable as people's hands, a table, and documents.",2,Realistic,2,Consistent,2,Realistic,2,Handshake,2,"""Two people shaking hands across a table""",2,Good understanding of setting of handshake across a table might not some so casual.,28,28,100
67,Gemini 2.5 Flash,2,Gravity is followed,2,Handshake is balanced.,N/A,,2,Realistic,2,Hands look realistic and the table’s surface looks wooden. The suits also look realistic.,2,Handshake and the background setting is realistic,2,Realistically positioned across a table,2,Two people + Table,2,The objects are clearly identifiable as two people and a table.,2,Realistic,2,Consistent,1,Incorrect shadows but detailing is good,2,Handshake as well as good eye contact,2,"""Two people shaking hands across a table""",2,Good understanding of setting of handshake across a table might not some so casual.,27,28,96.4285714285714
67,SD3 Med,2,Gravity is followed,2,Handshake is balanced.,N/A,,1,Realistic but the hands and table has some issues with occlusion,1,"Hands look realistic, except the one on the table which looks like incomplete rendering",2,Handshake and the background setting is realistic,1,"Realistically positioned across each other and not across a table, the table design was modified just enough come in between them.",2,Two people + Table,1,The objects are clearly identifiable as two people and a table. But the shape of the table is odd or one of the hands is not fully rendered.,2,Realistic,1,"Consistent, if not for his hands",1,Incorrect shadows but realistic lighting,2,"Handshake as well as smile, eye contact not so much as into looking into each other",1,"""Two people shaking hands across a table” except the table is not fully defined",2,Good understanding of setting of handshake across a table might not some so casual.,21,28,75
68,GPT-4o,2,Gravity is followed,2,Balanced stacking,N/A,,2,Realistic,2,Realistic,0,"If the sandwich was cut half, one half is placed above, it wouldn’t look like this as there’s only three slices of bread seen. There’s no symmetry.",2,Stacked,1,Two halves are not seen,2,"The plate, tomato, lettuce, ham, toasted bread and so the sandwich are clearly identified",2,Realistic,2,Consistent,2,Realistic,N/A,,1,"Sandwich on a plate, doesn’t look like two halves",0,A sandwich when cut into halves will have somewhat symmetry or continuity at the cut,20,26,76.9230769230769
68,Gemini 2.5 Flash,2,Gravity is followed,2,Balanced stacking,N/A,,2,Realistic,2,Realistic,1,"Symmetrical in terms of fillings, however, the top slices are just the same mirrored, which is not possible if you cut the sandwich after it’s made.",2,Beside each other,2,Two halves of sandwiches,2,"The plate, tomato, lettuce, ham, toasted bread, cheese, and so the sandwich are clearly identified. ",2,Realistic,2,Consistent,1,Unrealistic shadows,N/A,,2,Looks like two halves of the same sandwich,1,A sandwich when cut into halves will have somewhat symmetry or continuity at the cut,23,26,88.4615384615385
68,SD3 Med,2,Gravity is followed,2,Balanced stacking,N/A,,2,Realistic,1,Realistic,2,Looks symmetrical halves,2,On top of each other,2,Two halves of sandwiches,2,"The plate, and the individual ingredients are identifiable.",2,Realistic,2,Consistent,2,Realistic,N/A,,2,Looks like two halves of the same sandwich,2,A sandwich when cut into halves will have somewhat symmetry or continuity at the cut,25,26,96.1538461538462
69,GPT-4o,2,Gravity is followed,2,Child is balanced on the seat,2,Child is contained in the seat,1,"One of the legs hidden behind another leg of the child, the leg is not rendered",2,Realistic,N/A,,2,Correct position,2,A child + Swing,1,"Child, swing, playground but one of the legs of the child is not rendered fully",2,Realistic,1,Realistic - except for the foot,2,Realistic,2,"Clear interaction, child holding on the chains, legs stretched out and swinging",2,The image literally shows a child playing on a playground swing.,2,"Understanding of “playground swing” involves playground in the background, proper suspension, grip, posture",25,28,89.2857142857143
69,Gemini 2.5 Flash,2,Gravity is followed,2,Child is balanced on the seat,2,Child is contained in the seat,2,Realistic,2,Realistic,N/A,,2,Correct position,2,A child + Swing,2,"Child, swing, playground",2,Realistic,2,Realistic,1,No shadow of the child but realistic outdoor lighting with bright sunshine,2,"Clear interaction, child holding on the chains and swinging",2,The image literally shows a child playing on a playground swing.,2,"Understanding of “playground swing” involves playground in the background, proper suspension, grip, posture",27,28,96.4285714285714
69,SD3 Med,2,Gravity is followed,2,Child is not balanced on the seat,1,Child is contained in the seat but is not a stable position which increases risk of falling,0,The swing and chains are unrealistic as if the swing is dangling from different heights,2,Realistic,N/A,,2,The rod and another chain makes the arrangement illogical and unrealistic,2,A child + Swing,1,"Child, swing, playground but the swing is in illogical arrangement with two chains connected at different heights to different rods. Chains are inconsistent.",2,Realistic,0,Unrealistic,0,Unrealistic shadow,1,"Child is not holding on the chains and not playing, just sitting",2,The image literally shows a child playing on a playground swing.,0,No understanding of swing and its design and how it’s used,17,28,60.7142857142857
70,GPT-4o,2,Gravity is followed,0,Person holding the umbrella but there’s no handle so how’s the person able to hold the umbrella,N/A,,2,Realistic,1,"Realistic material of umbrella, jacket and shoes, the handle, ribs, tips etc. are missing.",2,Person closing the umbrella,2,In front of the door,2,One person + Umbrella + Door,2,"The person, umbrella, and building entrance are all clearly identifiable.",2,Realistic,2,"Disjoint umbrella, incorrect door frames",2,Reflection of the person of door’s glass,2,"Looking at the hands, the person can seen as closing the umbrella",2,A person is seen closing an umbrella,N/A,,23,26,88.4615384615385
70,Gemini 2.5 Flash,2,Gravity is followed,2,Person holding the umbrella,N/A,,2,Realistic,2,"Realistic material of umbrella, jacket and shoes",1,"Person closing the umbrella but instead of under the shade, it’s happening on the road which is unrealistic",2,In front of the door,2,One person + Umbrella + Door,2,"The person, umbrella, and building entrance are all clearly identifiable.",2,Realistic,2,Consistent,1,Reflections on the road too clear,2,Person seems to be concerned about the closing the umbrella,2,A person is seen closing an umbrella,N/A,,24,26,92.3076923076923
70,SD3 Med,2,Gravity is followed,2,Person holding the umbrella,N/A,,1,Perspective is realistic but the occlusion is unrealistic,2,Realistic material of umbrella,2,Under the shade and might be near to some entrance but the umbrella is still wide open and still held on,2,In front of the door,2,One person + Umbrella + Door,2,"The person, umbrella, and building entrance are all clearly identifiable.",2,Realistic,2,"Unclear elements are present, angle of the shaft being held by the person is unrealistic and illogical",1,No shadows,0,"Person is holding the umbrella, shows no sign of closing the umbrella",0,A person is seen holding on to an umbrella outside a building,N/A,,20,26,76.9230769230769
71,GPT-4o,2,Gravity is followed,2,Stable and balanced,N/A,,2,Realistic,2,"Realistic person, window and scenery",2,"Opening the window, to let in fresh air.",2,In front of the window,2,One person + a window,2,Realistic,2,Realistic,1,Realistic but positioning of the other door which looks closed is far off the lower frame of the window,2,Realistic,2,Hand on the handle to show the opening of the window door,2,Person opening a window to a natural place to show “fresh air”,2,Person opening a window to a natural place to show “fresh air”,27,28,96.4285714285714
71,Gemini 2.5 Flash,2,Gravity is followed,2,Stable and balanced,N/A,,2,Realistic,2,"Realistic person, window and scenery",2,"Opening the window, to let in fresh air.",2,In front of the window,2,Two hands + a window,2,Realistic,2,Realistic,2,Realistic,2,Realistic,2,Hand on the the window door to show it’s opening,2,Person opening a window to a natural place to show “fresh air”,2,Person opening a window to a natural place to show “fresh air”,28,28,100
